"Code","ActiveIngredients","Size","Price"
"A18853","Sildenafil (as Sildenafil citrate) 100<U+202F>mg","8",NA
"A18854","Sildenafil (as Sildenafil citrate) 100<U+202F>mg","4",NA
"A18855","Sildenafil (as Sildenafil citrate) 100<U+202F>mg","8",NA
"A18856","Sildenafil (as Sildenafil citrate) 100<U+202F>mg","4",NA
"A18857","Sildenafil (as Sildenafil citrate) 100<U+202F>mg","8",NA
"A18858","Sildenafil (as Sildenafil citrate) 100<U+202F>mg","4",NA
"A18859","Sildenafil (as Sildenafil citrate) 100<U+202F>mg","8",NA
"A18860","Sildenafil (as Sildenafil citrate) 100<U+202F>mg","4",NA
"A18861","Sildenafil (as Sildenafil citrate) 100<U+202F>mg","8",NA
"A18862","Sildenafil (as Sildenafil citrate) 100<U+202F>mg","4",NA
"A18863","Sildenafil (as Sildenafil citrate) 100<U+202F>mg","8",NA
"A18864","Sildenafil (as Sildenafil citrate) 100<U+202F>mg","4",NA
"A18865","Sildenafil (as Sildenafil citrate) 100<U+202F>mg","8",NA
"A18866","Sildenafil (as Sildenafil citrate) 100<U+202F>mg","4",NA
"A18867","Sildenafil (as Sildenafil citrate) 100<U+202F>mg","8",NA
"A18868","Sildenafil (as Sildenafil citrate) 100<U+202F>mg","4",NA
"A18869","Sildenafil (as Sildenafil citrate) 100<U+202F>mg","8",NA
"A18870","Sildenafil (as Sildenafil citrate) 10<U+202F>mg per 1<U+202F>ml","4",NA
"A18871","Sildenafil (as Sildenafil citrate) .8<U+202F>mg per 1<U+202F>ml","4",NA
"A18872","Sildenafil (as Sildenafil citrate) 20<U+202F>mg","8",NA
"A18873","Sildenafil (as Sildenafil citrate) 20<U+202F>mg","4",NA
"A18874","Sildenafil (as Sildenafil citrate) 20<U+202F>mg","4",NA
"A18875","Sildenafil (as Sildenafil citrate) 20<U+202F>mg","8",NA
"A18876","Sildenafil (as Sildenafil citrate) 20<U+202F>mg","4",NA
"A18877","Sildenafil (as Sildenafil citrate) 20<U+202F>mg","8",NA
"A18878","Sildenafil (as Sildenafil citrate) 25<U+202F>mg","4",NA
"A18879","Sildenafil (as Sildenafil citrate) 25<U+202F>mg","4",NA
"A18880","Sildenafil (as Sildenafil citrate) 25<U+202F>mg","8",NA
"A18881","Sildenafil (as Sildenafil citrate) 25<U+202F>mg","4",NA
"A18882","Sildenafil (as Sildenafil citrate) 25<U+202F>mg","8",NA
"A18883","Sildenafil (as Sildenafil citrate) 25<U+202F>mg","4",NA
"A18884","Sildenafil (as Sildenafil citrate) 25<U+202F>mg","8",NA
"A18885","Sildenafil (as Sildenafil citrate) 25<U+202F>mg","4",NA
"A18886","Sildenafil (as Sildenafil citrate) 25<U+202F>mg","8",NA
"A18887","Sildenafil (as Sildenafil citrate) 25<U+202F>mg","4",NA
"A18888","Sildenafil (as Sildenafil citrate) 25<U+202F>mg","8",NA
"A18889","Sildenafil (as Sildenafil citrate) 25<U+202F>mg","4",NA
"A18890","Sildenafil (as Sildenafil citrate) 25<U+202F>mg","8",NA
"A18891","Sildenafil (as Sildenafil citrate) 25<U+202F>mg","4",NA
"A18892","Sildenafil (as Sildenafil citrate) 25<U+202F>mg","8",NA
"A18893","Sildenafil (as Sildenafil citrate) 25<U+202F>mg","4",NA
"A18894","Sildenafil (as Sildenafil citrate) 25<U+202F>mg","8",NA
"A18895","Sildenafil (as Sildenafil citrate) 50<U+202F>mg","4",NA
"A18896","Sildenafil (as Sildenafil citrate) 50<U+202F>mg","8",NA
"A18897","Sildenafil (as Sildenafil citrate) 50<U+202F>mg","4",NA
"A18898","Sildenafil (as Sildenafil citrate) 50<U+202F>mg","8",NA
"A18899","Sildenafil (as Sildenafil citrate) 50<U+202F>mg","4",NA
"A18900","Sildenafil (as Sildenafil citrate) 50<U+202F>mg","4",NA
"A18901","Sildenafil (as Sildenafil citrate) 50<U+202F>mg","8",NA
"A18902","Sildenafil (as Sildenafil citrate) 50<U+202F>mg","4",NA
"A18903","Sildenafil (as Sildenafil citrate) 50<U+202F>mg","8",NA
"A18904","Sildenafil (as Sildenafil citrate) 50<U+202F>mg","4",NA
"A18905","Sildenafil (as Sildenafil citrate) 50<U+202F>mg","4",NA
"A18906","Sildenafil (as Sildenafil citrate) 50<U+202F>mg","8",NA
"A18907","Sildenafil (as Sildenafil citrate) 50<U+202F>mg","4",NA
"A18908","Sildenafil (as Sildenafil citrate) 50<U+202F>mg","4",NA
"A18909","Sildenafil (as Sildenafil citrate) 50<U+202F>mg","8",NA
"A18910","Sildenafil (as Sildenafil citrate) 50<U+202F>mg","4",NA
"A18911","Sildenafil (as Sildenafil citrate) 50<U+202F>mg","112",NA
"A18912","Sildenafil (as Sildenafil citrate) 50<U+202F>mg","1",NA
"A18913","Siltuximab 100<U+202F>mg","1",NA
"A18914","Siltuximab 400<U+202F>mg","1",NA
"A18915","Silver nitrate 400<U+202F>mg per 1<U+202F>gram","1",NA
"A18916","Silver nitrate 750<U+202F>mg per 1<U+202F>gram","100",NA
"A18917","Silver nitrate 750<U+202F>mg per 1<U+202F>gram","50",NA
"A18918","Silver nitrate 950<U+202F>mg per 1<U+202F>gram","100",NA
"A18919","Silver nitrate 950<U+202F>mg per 1<U+202F>gram","1",NA
"A18920","Silver nitrate 950<U+202F>mg per 1<U+202F>gram","1",NA
"A18921","Sulfadiazine silver 10<U+202F>mg per 1<U+202F>gram","20",NA
"A18922","Sulfadiazine silver 10<U+202F>mg per 1<U+202F>gram","50",NA
"A18923","Sulfadiazine silver 10<U+202F>mg per 1<U+202F>gram","250",NA
"A18924","Sulfadiazine silver 10<U+202F>mg per 1<U+202F>gram","500",NA
"A18925","Simeticone 100<U+202F>mg","8",NA
"A18926","Simeticone 125<U+202F>mg","24",NA
"A18927","Simeticone 40<U+202F>mg per 1<U+202F>ml","20",NA
"A18928","Simeticone 8.4<U+202F>mg per 1<U+202F>ml","55",NA
"A18929","Simeticone 100<U+202F>mg","85",NA
"A18930","Simeticone 125<U+202F>mg","100",NA
"A18931","Aluminium hydroxide gel dried 44<U+202F>mg per 1<U+202F>ml","250",NA
"A18932","Magnesium hydroxide 39<U+202F>mg per 1<U+202F>ml","250",NA
"A18933","Simeticone 5<U+202F>mg per 1<U+202F>ml","250",NA
"A18934","Simvastatin 10<U+202F>mg","28",NA
"A18935","Simvastatin 10<U+202F>mg","28",NA
"A18936","Simvastatin 10<U+202F>mg","28",NA
"A18937","Simvastatin 10<U+202F>mg","28",NA
"A18938","Simvastatin 10<U+202F>mg","28",NA
"A18939","Simvastatin 10<U+202F>mg","28",NA
"A18940","Simvastatin 10<U+202F>mg","28",NA
"A18941","Simvastatin 10<U+202F>mg","28",NA
"A18942","Simvastatin 10<U+202F>mg","28",NA
"A18943","Simvastatin 10<U+202F>mg","28",NA
"A18944","Simvastatin 10<U+202F>mg","28",NA
"A18945","Simvastatin 10<U+202F>mg","28",NA
"A18946","Simvastatin 10<U+202F>mg","28",NA
"A18947","Simvastatin 10<U+202F>mg","28",NA
"A18948","Simvastatin 10<U+202F>mg","28",NA
"A18949","Simvastatin 10<U+202F>mg","28",NA
"A18950","Simvastatin 10<U+202F>mg","28",NA
"A18951","Simvastatin 10<U+202F>mg","28",NA
"A18952","Simvastatin 20<U+202F>mg","28",NA
"A18953","Simvastatin 20<U+202F>mg","28",NA
"A18954","Simvastatin 20<U+202F>mg","28",NA
"A18955","Simvastatin 20<U+202F>mg","28",NA
"A18956","Simvastatin 20<U+202F>mg","28",NA
"A18957","Simvastatin 20<U+202F>mg","28",NA
"A18958","Simvastatin 20<U+202F>mg","28",NA
"A18959","Simvastatin 20<U+202F>mg","28",NA
"A18960","Simvastatin 20<U+202F>mg","28",NA
"A18961","Simvastatin 20<U+202F>mg","28",NA
"A18962","Simvastatin 20<U+202F>mg","28",NA
"A18963","Simvastatin 20<U+202F>mg","28",NA
"A18964","Simvastatin 20<U+202F>mg","28",NA
"A18965","Simvastatin 20<U+202F>mg","28",NA
"A18966","Simvastatin 20<U+202F>mg","28",NA
"A18967","Simvastatin 20<U+202F>mg","28",NA
"A18968","Simvastatin 20<U+202F>mg","28",NA
"A18969","Simvastatin 20<U+202F>mg","28",NA
"A18970","Simvastatin 20<U+202F>mg","28",NA
"A18971","Simvastatin 20<U+202F>mg","28",NA
"A18972","Simvastatin 40<U+202F>mg","28",NA
"A18973","Simvastatin 40<U+202F>mg","28",NA
"A18974","Simvastatin 40<U+202F>mg","28",NA
"A18975","Simvastatin 40<U+202F>mg","28",NA
"A18976","Simvastatin 40<U+202F>mg","28",NA
"A18977","Simvastatin 40<U+202F>mg","28",NA
"A18978","Simvastatin 40<U+202F>mg","28",NA
"A18979","Simvastatin 40<U+202F>mg","28",NA
"A18980","Simvastatin 40<U+202F>mg","28",NA
"A18981","Simvastatin 40<U+202F>mg","28",NA
"A18982","Simvastatin 40<U+202F>mg","28",NA
"A18983","Simvastatin 40<U+202F>mg","28",NA
"A18984","Simvastatin 40<U+202F>mg","28",NA
"A18985","Simvastatin 40<U+202F>mg","28",NA
"A18986","Simvastatin 40<U+202F>mg","28",NA
"A18987","Simvastatin 40<U+202F>mg","28",NA
"A18988","Simvastatin 40<U+202F>mg","28",NA
"A18989","Simvastatin 40<U+202F>mg","28",NA
"A18990","Simvastatin 80<U+202F>mg","28",NA
"A18991","Simvastatin 80<U+202F>mg","28",NA
"A18992","Simvastatin 80<U+202F>mg","28",NA
"A18993","Simvastatin 80<U+202F>mg","28",NA
"A18994","Simvastatin 80<U+202F>mg","28",NA
"A18995","Simvastatin 80<U+202F>mg","28",NA
"A18996","Simvastatin 80<U+202F>mg","28",NA
"A18997","Simvastatin 80<U+202F>mg","28",NA
"A18998","Simvastatin 80<U+202F>mg","28",NA
"A18999","Simvastatin 80<U+202F>mg","28",NA
"A19000","Simvastatin 80<U+202F>mg","28",NA
"A19001","Simvastatin 80<U+202F>mg","28",NA
"A19002","Simvastatin 80<U+202F>mg","28",NA
"A19003","Simvastatin 4<U+202F>mg per 1<U+202F>ml","150",NA
"A19004","Simvastatin 4<U+202F>mg per 1<U+202F>ml","150",NA
"A19005","Simvastatin 4<U+202F>mg per 1<U+202F>ml","150",NA
"A19006","Simvastatin 4<U+202F>mg per 1<U+202F>ml","150",NA
"A19007","Simvastatin 4<U+202F>mg per 1<U+202F>ml","150",NA
"A19008","Simvastatin 8<U+202F>mg per 1<U+202F>ml","150",NA
"A19009","Simvastatin 8<U+202F>mg per 1<U+202F>ml","150",NA
"A19010","Simvastatin 8<U+202F>mg per 1<U+202F>ml","150",NA
"A19011","Simvastatin 8<U+202F>mg per 1<U+202F>ml","150",NA
"A19012","Simvastatin 20<U+202F>mg","28",NA
"A19013","Ezetimibe 10<U+202F>mg","28",NA
"A19014","Simvastatin 40<U+202F>mg","28",NA
"A19015","Ezetimibe 10<U+202F>mg","28",NA
"A19016","Ezetimibe 10<U+202F>mg","28",NA
"A19017","Simvastatin 80<U+202F>mg","28",NA
"A19018","Fenofibrate 145<U+202F>mg","30",NA
"A19019","Simvastatin 20<U+202F>mg","30",NA
"A19020","Fenofibrate 145<U+202F>mg","30",NA
"A19021","Simvastatin 40<U+202F>mg","30",NA
"A19022","Siponimod (as Siponimod fumaric acid) 250<U+202F>microgram","12",NA
"A19023","Siponimod (as Siponimod fumaric acid) 2<U+202F>mg","120",NA
"A19024","Siponimod (as Siponimod fumaric acid) 250<U+202F>microgram","28",NA
"A19025","Sirolimus 500<U+202F>microgram","30",NA
"A19026","Sirolimus 1<U+202F>mg","30",NA
"A19027","Sirolimus 2<U+202F>mg","30",NA
"A19028","Sirolimus 1<U+202F>mg per 1<U+202F>ml","60",NA
"A19029","Sitagliptin (as Sitagliptin phosphate) 25<U+202F>mg","28",NA
"A19030","Sitagliptin (as Sitagliptin phosphate) 50<U+202F>mg","28",NA
"A19031","Sitagliptin (as Sitagliptin phosphate) 100<U+202F>mg","28",NA
"A19032","Metformin hydrochloride 1<U+202F>gram","56",NA
"A19033","Sitagliptin (as Sitagliptin phosphate) 50<U+202F>mg","56",NA
"A19034","Disodium hydrogen phosphate dodecahydrate 240<U+202F>mg per 1<U+202F>ml","90",NA
"A19035","Sodium dihydrogen phosphate dihydrate 542<U+202F>mg per 1<U+202F>ml","1",NA
"A19036","Disodium hydrogen phosphate dodecahydrate 80<U+202F>mg per 1<U+202F>ml","1",NA
"A19037","Sodium dihydrogen phosphate dihydrate 100<U+202F>mg per 1<U+202F>ml","1",NA
"A19038","Disodium hydrogen phosphate dodecahydrate 80<U+202F>mg per 1<U+202F>ml","1",NA
"A19039","Sodium dihydrogen phosphate dihydrate 100<U+202F>mg per 1<U+202F>ml","1",NA
"A19040","Disodium hydrogen phosphate dodecahydrate 80<U+202F>mg per 1<U+202F>ml","1",NA
"A19041","Sodium dihydrogen phosphate dihydrate 100<U+202F>mg per 1<U+202F>ml","1",NA
"A19042","Disodium hydrogen phosphate dodecahydrate 80<U+202F>mg per 1<U+202F>ml","90",NA
"A19043","Sodium dihydrogen phosphate dihydrate 100<U+202F>mg per 1<U+202F>ml","1",NA
"A19044","Disodium hydrogen phosphate dodecahydrate 80<U+202F>mg per 1<U+202F>ml","1",NA
"A19045","Sodium dihydrogen phosphate dihydrate 100<U+202F>mg per 1<U+202F>ml","1",NA
"A19046","Disodium hydrogen phosphate dodecahydrate 80<U+202F>mg per 1<U+202F>ml","1",NA
"A19047","Sodium dihydrogen phosphate dihydrate 100<U+202F>mg per 1<U+202F>ml","1",NA
"A19048","Disodium hydrogen phosphate dodecahydrate 80<U+202F>mg per 1<U+202F>ml","1",NA
"A19049","Sodium dihydrogen phosphate dihydrate 181<U+202F>mg per 1<U+202F>ml","1",NA
"A19050","Calcium carbonate 16<U+202F>mg per 1<U+202F>ml","500",NA
"A19051","Sodium alginate 50<U+202F>mg per 1<U+202F>ml","150",NA
"A19052","Sodium bicarbonate 26.7<U+202F>mg per 1<U+202F>ml","500",NA
"A19053","Calcium carbonate 16<U+202F>mg per 1<U+202F>ml","150",NA
"A19054","Sodium alginate 50<U+202F>mg per 1<U+202F>ml","500",NA
"A19055","Sodium bicarbonate 26.7<U+202F>mg per 1<U+202F>ml","150",NA
"A19056","Calcium carbonate 16<U+202F>mg per 1<U+202F>ml","150",NA
"A19057","Sodium alginate 50<U+202F>mg per 1<U+202F>ml","150",NA
"A19058","Sodium bicarbonate 26.7<U+202F>mg per 1<U+202F>ml","300",NA
"A19059","Calcium carbonate 16<U+202F>mg per 1<U+202F>ml","600",NA
"A19060","Sodium alginate 50<U+202F>mg per 1<U+202F>ml","150",NA
"A19061","Sodium bicarbonate 26.7<U+202F>mg per 1<U+202F>ml","300",NA
"A19062","Calcium carbonate 16<U+202F>mg per 1<U+202F>ml","600",NA
"A19063","Sodium alginate 50<U+202F>mg per 1<U+202F>ml","500",NA
"A19064","Sodium bicarbonate 26.7<U+202F>mg per 1<U+202F>ml","500",NA
"A19065","Calcium carbonate 16<U+202F>mg per 1<U+202F>ml","150",NA
"A19066","Sodium alginate 50<U+202F>mg per 1<U+202F>ml","250",NA
"A19067","Sodium bicarbonate 26.7<U+202F>mg per 1<U+202F>ml","500",NA
"A19068","Calcium carbonate 16<U+202F>mg per 1<U+202F>ml","150",NA
"A19069","Sodium alginate 50<U+202F>mg per 1<U+202F>ml","500",NA
"A19070","Sodium bicarbonate 26.7<U+202F>mg per 1<U+202F>ml","150",NA
"A19071","Calcium carbonate 16<U+202F>mg per 1<U+202F>ml","500",NA
"A19072","Sodium alginate 50<U+202F>mg per 1<U+202F>ml","150",NA
"A19073","Sodium bicarbonate 26.7<U+202F>mg per 1<U+202F>ml","150",NA
"A19074","Calcium carbonate 16<U+202F>mg per 1<U+202F>ml","150",NA
"A19075","Sodium alginate 50<U+202F>mg per 1<U+202F>ml","300",NA
"A19076","Sodium bicarbonate 26.7<U+202F>mg per 1<U+202F>ml","600",NA
"A19077","Calcium carbonate 16<U+202F>mg per 1<U+202F>ml","150",NA
"A19078","Sodium alginate 50<U+202F>mg per 1<U+202F>ml","300",NA
"A19079","Sodium bicarbonate 26.7<U+202F>mg per 1<U+202F>ml","600",NA
"A19080","Potassium bicarbonate 100<U+202F>mg","24",NA
"A19081","Sodium alginate 500<U+202F>mg","60",NA
"A19082","Potassium bicarbonate 20<U+202F>mg per 1<U+202F>ml","250",NA
"A19083","Sodium alginate 100<U+202F>mg per 1<U+202F>ml","500",NA
"A19084","Potassium bicarbonate 20<U+202F>mg per 1<U+202F>ml","250",NA
"A19085","Sodium alginate 100<U+202F>mg per 1<U+202F>ml","500",NA
"A19086","Potassium bicarbonate 20<U+202F>mg per 1<U+202F>ml","150",NA
"A19087","Sodium alginate 100<U+202F>mg per 1<U+202F>ml","250",NA
"A19088","Potassium bicarbonate 20<U+202F>mg per 1<U+202F>ml","300",NA
"A19089","Sodium alginate 100<U+202F>mg per 1<U+202F>ml","500",NA
"A19090","Potassium bicarbonate 100<U+202F>mg","250",NA
"A19091","Sodium alginate 500<U+202F>mg","300",NA
"A19092","Potassium bicarbonate 20<U+202F>mg per 1<U+202F>ml","500",NA
"A19093","Sodium aurothiomalate 20<U+202F>mg per 1<U+202F>ml","10",NA
"A19094","Sodium aurothiomalate 100<U+202F>mg per 1<U+202F>ml","10",NA
"A19095","Sodium bicarbonate 600<U+202F>mg","100",NA
"A19096","Sodium bicarbonate 600<U+202F>mg","100",NA
"A19097","Sodium bicarbonate 600<U+202F>mg","100",NA
"A19098","Sodium bicarbonate 600<U+202F>mg","100",NA
"A19099","Sodium bicarbonate 600<U+202F>mg","100",NA
"A19100","Sodium bicarbonate 600<U+202F>mg","100",NA
"A19101","Sodium bicarbonate 600<U+202F>mg","100",NA
"A19102","Sodium bicarbonate 600<U+202F>mg","100",NA
"A19103","Sodium bicarbonate 600<U+202F>mg","100",NA
"A19104","Sodium bicarbonate 600<U+202F>mg","100",NA
"A19105","Sodium bicarbonate 600<U+202F>mg","100",NA
"A19106","Sodium bicarbonate 600<U+202F>mg","100",NA
"A19107","Sodium bicarbonate 500<U+202F>mg","100",NA
"A19108","Sodium bicarbonate 500<U+202F>mg","56",NA
"A19109","Sodium bicarbonate 500<U+202F>mg","56",NA
"A19110","Sodium bicarbonate 500<U+202F>mg","56",NA
"A19111","Sodium bicarbonate 500<U+202F>mg","100",NA
"A19112","Sodium bicarbonate 500<U+202F>mg","56",NA
"A19113","Sodium bicarbonate 500<U+202F>mg","56",NA
"A19114","Sodium bicarbonate 500<U+202F>mg","56",NA
"A19115","Sodium bicarbonate 500<U+202F>mg","100",NA
"A19116","Sodium bicarbonate 500<U+202F>mg","56",NA
"A19117","Sodium bicarbonate 500<U+202F>mg","56",NA
"A19118","Sodium bicarbonate 500<U+202F>mg","56",NA
"A19119","Sodium bicarbonate 500<U+202F>mg","56",NA
"A19120","Sodium bicarbonate 500<U+202F>mg","56",NA
"A19121","Sodium bicarbonate 500<U+202F>mg","56",NA
"A19122","Sodium bicarbonate 10<U+202F>mg per 1<U+202F>ml","100",NA
"A19123","Sodium bicarbonate 84<U+202F>mg per 1<U+202F>ml","150",NA
"A19124","Sodium bicarbonate 84<U+202F>mg per 1<U+202F>ml","100",NA
"A19125","Sodium bicarbonate 84<U+202F>mg per 1<U+202F>ml","100",NA
"A19126","Sodium bicarbonate 84<U+202F>mg per 1<U+202F>ml","100",NA
"A19127","Sodium bicarbonate 84<U+202F>mg per 1<U+202F>ml","100",NA
"A19128","Sodium bicarbonate 84<U+202F>mg per 1<U+202F>ml","100",NA
"A19129","Sodium bicarbonate 84<U+202F>mg per 1<U+202F>ml","100",NA
"A19130","Sodium bicarbonate 84<U+202F>mg per 1<U+202F>ml","100",NA
"A19131","Sodium bicarbonate 84<U+202F>mg per 1<U+202F>ml","500",NA
"A19132","Sodium bicarbonate 84<U+202F>mg per 1<U+202F>ml","10",NA
"A19133","Sodium bicarbonate 84<U+202F>mg per 1<U+202F>ml","10",NA
"A19134","Sodium bicarbonate 12.6<U+202F>mg per 1<U+202F>ml","10",NA
"A19135","Sodium bicarbonate 14<U+202F>mg per 1<U+202F>ml","10",NA
"A19136","Sodium bicarbonate 27.4<U+202F>mg per 1<U+202F>ml","1",NA
"A19137","Sodium bicarbonate 42<U+202F>mg per 1<U+202F>ml","12",NA
"A19138","Sodium bicarbonate 84<U+202F>mg per 1<U+202F>ml","1",NA
"A19139","Sodium bicarbonate 50<U+202F>mg per 1<U+202F>ml","12",NA
"A19140","Sodium bicarbonate 50<U+202F>mg per 1<U+202F>ml","1",NA
"A19141","Sodium bicarbonate 50<U+202F>mg per 1<U+202F>ml","12",NA
"A19142","Sodium bicarbonate 50<U+202F>mg per 1<U+202F>ml","1",NA
"A19143","Sodium bicarbonate 50<U+202F>mg per 1<U+202F>ml","12",NA
"A19144","Sodium bicarbonate 600<U+202F>mg","1",NA
"A19145","Sodium bicarbonate 600<U+202F>mg","12",NA
"A19146","Sodium bicarbonate 600<U+202F>mg","10",NA
"A19147","Sodium bicarbonate 600<U+202F>mg","10",NA
"A19148","Sodium bicarbonate 600<U+202F>mg","10",NA
"A19149","Sodium bicarbonate 600<U+202F>mg","10",NA
"A19150","Sodium bicarbonate 600<U+202F>mg","10",NA
"A19151","Sodium chloride 600<U+202F>mg","100",NA
"A19152","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","20",NA
"A19153","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","20",NA
"A19154","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","10",NA
"A19155","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","10",NA
"A19156","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","10",NA
"A19157","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","20",NA
"A19158","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","50",NA
"A19159","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","100",NA
"A19160","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","20",NA
"A19161","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","20",NA
"A19162","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","20",NA
"A19163","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","10",NA
"A19164","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","10",NA
"A19165","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","10",NA
"A19166","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","25",NA
"A19167","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","25",NA
"A19168","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","25",NA
"A19169","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","20",NA
"A19170","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","10",NA
"A19171","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","10",NA
"A19172","Sodium chloride 300<U+202F>mg per 1<U+202F>ml","10",NA
"A19173","Sodium chloride 300<U+202F>mg per 1<U+202F>ml","50",NA
"A19174","Sodium chloride 300<U+202F>mg per 1<U+202F>ml","10",NA
"A19175","Sodium chloride 1.8<U+202F>mg per 1<U+202F>ml","10",NA
"A19176","Sodium chloride 4.5<U+202F>mg per 1<U+202F>ml","10",NA
"A19177","Sodium chloride 4.5<U+202F>mg per 1<U+202F>ml","1",NA
"A19178","Sodium chloride 4.5<U+202F>mg per 1<U+202F>ml","12",NA
"A19179","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","1",NA
"A19180","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","12",NA
"A19181","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","1",NA
"A19182","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","20",NA
"A19183","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","1",NA
"A19184","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","15",NA
"A19185","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","1",NA
"A19186","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","6",NA
"A19187","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","1",NA
"A19188","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","12",NA
"A19189","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","1",NA
"A19190","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","60",NA
"A19191","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","1",NA
"A19192","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","60",NA
"A19193","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","1",NA
"A19194","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","60",NA
"A19195","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","1",NA
"A19196","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","30",NA
"A19197","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","1",NA
"A19198","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","50",NA
"A19199","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","1",NA
"A19200","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","1",NA
"A19201","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","20",NA
"A19202","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","1",NA
"A19203","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","10",NA
"A19204","Sodium chloride 9<U+202F>mg per 1<U+202F>ml","1",NA
"A19205","Sodium chloride 18<U+202F>mg per 1<U+202F>ml","10",NA
"A19206","Sodium chloride 27<U+202F>mg per 1<U+202F>ml","1",NA
"A19207","Sodium chloride 50<U+202F>mg per 1<U+202F>ml","12",NA
"A19208","Sodium chloride 300<U+202F>mg per 1<U+202F>ml","1",NA
